aplikasi,fold,text,true,pred,status
Lazada,5,"voucher gk bisa di pakai sama sekali, tolong lah lazada kalian udah untung kita juga mau untung, padahal udah memenuhi syarat tapi voucher tetep gk bisa di pakai",negatif,negatif,BENAR
Lazada,5,aplikasi belanja online yang okzzz,positif,negatif,SALAH
Lazada,5,banyak diskon,positif,positif,BENAR
Lazada,5,"lazada jika gak ada even promo ongkirnya gak ngotak,mana gak ada pilihan expedisi pula.....kalah jauh ama shopee....sory klo terlalu jujur",negatif,negatif,BENAR
Lazada,5,bagus,positif,positif,BENAR
Lazada,5,"kadang lemot kadang oke🤔, jaringan sinyal sy bgus padahal",netral,positif,SALAH
Lazada,5,"min jujur puas banget sama diskon pengguna baru, tapi tapi tapi boleh ga Adain lagi soalnya nguntungin banget🤭",positif,negatif,SALAH
Lazada,5,sudah tidak rekomendet pakai aplikasi ini banyak penipu sellernya pengiriman juga lambat,negatif,negatif,BENAR
Lazada,5,lasada memang ok,positif,positif,BENAR
Lazada,5,keren banget,positif,positif,BENAR
Lazada,5,ok,positif,positif,BENAR
Lazada,5,sangat mudah berbelanja d Lazada tidak sulit,positif,negatif,SALAH
Lazada,5,belanja di lazada kurang memuaskan banyak juga oknum2 penipu' jika membeli dngan sistem cod' dan banyak yang fake older ' tidak ada kejelasan buat konsumen jika terkena penipuan dalam cod lazada tidak bisa bantu apa2 ' cuman narasi narasi saja/ ibarat kotak saran,negatif,negatif,BENAR
Lazada,5,"aplikasi brengsek, sampah tidak tanggung jawab",negatif,positif,SALAH
Lazada,5,maksimalkan gratis ongkir nya bos kuh,netral,negatif,SALAH
Lazada,5,suka bangtz Barang nya jos,positif,negatif,SALAH
Lazada,5,Bagus,positif,positif,BENAR
Lazada,5,saya sangat puas🙏😇 trimakasi,positif,positif,BENAR
Lazada,5,mntappp,positif,positif,BENAR
Lazada,5,"bertahun2 bahkan 2 akun saya selalu belanja,tpisemakin lama berlangganan,pelayanan lazada semakin membuat kecewa,klu selalu dalam keterlambatan kemungkinan harus coba belanja ke toko lain sajalah,saya mau lihat dalam 1 bulan ini,krn udah beberapa kali belanja tiba2 rerurn,kurir minta tambah ongkir,terlambat mulu,tolong diperbaikilah biar saya bs puas dgn pelayanan,krn saya jarang pakai voucher loch,",negatif,negatif,BENAR
Lazada,5,jangan lupa ya KK kunci l bunga nya yang tekiro,netral,positif,SALAH
Lazada,5,lazada.tolong perhatikan penjualan tidak sesuai item dan judul.penjual tidak sesuai etalase.,negatif,negatif,BENAR
Lazada,5,lazada sudah tidak aman lagi,negatif,negatif,BENAR
Lazada,5,iklan lu di YouTube sangat menggangu ajg,negatif,negatif,BENAR
Lazada,5,ok banget dah,positif,positif,BENAR
Lazada,5,suka,positif,positif,BENAR
Lazada,5,"cukup sekali beli di lazada, gak lagi lagi deh",negatif,negatif,BENAR
Lazada,5,bgus,positif,positif,BENAR
Lazada,5,bagus banget,positif,positif,BENAR
Lazada,5,mantap,positif,positif,BENAR
Lazada,5,kenapa lazada tidk ada COD cek dulu,negatif,negatif,BENAR
Lazada,5,bagus ..pertahankan pelayanan yang terbaik,positif,positif,BENAR
Lazada,5,ok,positif,positif,BENAR
Lazada,5,"sebenernya apk ini bagus, tapi kalo nemu iklan apk lazada di apk lain beeeh nyebelin bngt pdhl ga sentuh apa"" tb tb masuk ke apk lazada",negatif,negatif,BENAR
Lazada,5,♥️💕😊,netral,positif,SALAH
Lazada,5,"𝙲𝚊𝚛𝚊,𝙱𝚊𝚝𝚊𝚕𝚔𝚊𝚗 𝙿𝚎𝚗𝚐𝚊𝚓𝚞𝚊𝚗 Lazbon 𝙻𝚊𝚗𝚜𝚞𝚗𝚐 Hubungi O𐌇2l𝟳𝟳𐌇𐌇𝟯𝟱𐌇𝟰",netral,positif,SALAH
Lazada,5,mantap sekali,positif,positif,BENAR
Blibli,1,Pesan barang ada dalam genggaman kita sangat membantu,positif,positif,BENAR
Blibli,1,"parah banget ya blibli , plsaya pake yg instan, maksudnya biar cepet langsung datang gitu,,, tulisan nya doang instan, di jamin tiba hari ini jugaaa,preeeettt lo ah sampai sekarang blm datang datang juga barang yg gw pesen ,,, bedakan banget sama aplikasi Orange, pelayanan nya jelek banget, kapok belanja disni , aaamiit2 dah",negatif,negatif,BENAR
Blibli,1,sangat bagus,positif,positif,BENAR
Blibli,1,Semoga Blibli dapat dipercaya untuk seterusnya dan amanah selalu.,netral,positif,SALAH
Blibli,1,"aplikasi ini kurang cepat menanggapi orang yang ketipu dari aplikasi ini. semoga tidak terulang lagi saya rugi 900rb tetapi pihak aplikasi ini dan cs nya tidak cepat menanggapi kecewa saya lihat aplikasi ini. banyak x cerita kalian gak usah kalian tampilkan no cs kalian. ketika aku nelpon cs kalian disaat aku ditipu sebelum 1 jam berlangsung, tidak ada eksekusi kalian.bukannya kalian menghubungi pihak toko tersebut malah disuruh menunggu sampai tgl 29 agustus ternyata barang sudah Sampek tgl 28",negatif,negatif,BENAR
Blibli,1,keren,positif,positif,BENAR
Blibli,1,yaa,netral,positif,SALAH
Blibli,1,good service,positif,positif,BENAR
Blibli,1,sangat bagus,positif,positif,BENAR
Blibli,1,warbiasa,netral,positif,SALAH
Blibli,1,Easypay,netral,positif,SALAH
Blibli,1,mantap,positif,positif,BENAR
Blibli,1,CS nya mulai lama. ngga responsif. antri sampai 20 org. padahal saya member platinum !!! makin turun aj blibli !!!!,negatif,positif,SALAH
Blibli,1,senang,positif,positif,BENAR
Blibli,1,mantap kalo udah jadi ekosistem dan terintegrasi,positif,positif,BENAR
Blibli,1,"pengalaman belanja okelah, tapi saat klik link di voucher selalu blank",netral,negatif,SALAH
Blibli,1,"aplikasi yg sangat buruk pelayanannya dan tidak profesional, mengajukan retur yg sudah tau mereka salah tidak dikembalikan. memang kalau pelayanan shopee yg paling the best",negatif,negatif,BENAR
Blibli,1,Cepat akurat,positif,positif,BENAR
Blibli,1,okeyyy,netral,positif,SALAH
Blibli,1,"sangat simpel, membantu dan di jamin ori",netral,positif,SALAH
Blibli,1,Eror tidak bisa logging akun,negatif,positif,SALAH
Blibli,1,ga bisa di buka aplikasi nyah,netral,positif,SALAH
Blibli,1,"Transaksi mudah, dan cepat",positif,positif,BENAR
Blibli,1,"ui ux beberapa bagian belum senyaman ecommerce sebelah, tp ttp sangat mudah untuk dipake first time user",positif,negatif,SALAH
Blibli,1,mantaaaap,positif,positif,BENAR
Blibli,1,app paling mantap lebih murah dan banyak voucher nya👍🏿👍🏿,positif,negatif,SALAH
Blibli,1,"BINGUNG mau belanja di Blibli, mai beli rokok lewat App diarahkan ke website, lewat website masuk le App...mutar muter doang...😪😪",netral,negatif,SALAH
Blibli,1,mantap atuh,positif,positif,BENAR
Blibli,1,"mantap, cepat , dan akurat",positif,positif,BENAR
Blibli,1,seller nya lama pengiriman nya juga lama padahal pakai sameday,negatif,negatif,BENAR
Blibli,1,⭐️⭐️⭐️⭐️⭐️,netral,positif,SALAH
Blibli,1,pencarian di poto ngaco terus bikin pusing,netral,positif,SALAH
Blibli,1,"oke sih, cm kadang pengecekan pembayaran sedikit butuh waktu",netral,positif,SALAH
Blibli,1,download cuma mau kasih bintang 1. pembeli dapat barang reject pabrik ga ada solusi malah di aniaya.,netral,negatif,SALAH
Blibli,1,kenapa kok lelet app blibli? tolong benahi appx masa jaringan wifi 20 mbps masih lelet...??? un instal saja...,netral,positif,SALAH
Blibli,1,keren,positif,positif,BENAR
Blibli,1,ok mantap pak bos,positif,positif,BENAR
Blibli,1,sangat membantu untuk pesanan tertentu. walaupun ongkirnya mahal.,positif,positif,BENAR
Blibli,1,suka banget belanja di blibli,positif,positif,BENAR
Blibli,1,lancar jayaa,positif,positif,BENAR
Blibli,1,sempurna,netral,positif,SALAH
Blibli,1,oke,positif,positif,BENAR
Blibli,1,mudah digunakan dan simpel,positif,positif,BENAR
Blibli,1,"Alhamdulillah skrang Blibli makin ksini makin membaik, banyak voucher juga, dan pengiriman juga satset, gak pake lama dan gak pake ribet, sukses terus Blibli kasih yg terbaik buat customernya..🙏",positif,negatif,SALAH
Blibli,1,manttaapp,positif,positif,BENAR
Blibli,1,"enak bgt belanja diblibli, packing nya rapi ga pernah kecewa",positif,negatif,SALAH
Blibli,1,puas bangettt,positif,positif,BENAR
Blibli,1,kebanyakan iklan,negatif,positif,SALAH
Blibli,1,simpel. user friendly.,positif,positif,BENAR
Blibli,1,mantap,positif,positif,BENAR
Blibli,1,mantapppo,positif,positif,BENAR
Blibli,1,satset.. sukses selalu,positif,positif,BENAR
Blibli,1,"Ecom terlemot asliii. Seller uda cancel di sistem bliblinya ga dicancel2. Proses refund juga lama..Masa orderan yg sama direfundnya dicicil ga barengan. Di ecom laen klo seller uda cancel dana otomatis balik ke akun. Lah ini blibli aneh banget nahan2 duit orang. Mikir2 lg lah mau order disini lagi klo kaya gini mah. Klo duit mepet belanja disini uda susah ini mah. Barang ga dapet, duit lama balik. Reund tuh harusnya cepet, karena uangnya mau buat beli lg barangngya. Jangan nahanw yg bukan haknya",negatif,negatif,BENAR
Blibli,1,"selama beli oli di Blibli dari dulu ngga pernah bermasalah sudah ada 3kali beli oli dikirim oli yg deskripsi berikut kartu ganti oli, yg 2kali ngga tanya cust. service tapi yg ke3 kali tanya dulu dan pihak Blibli menyatakan dapet kartu ganti oli, dan kirim tapi tidak ada kartu ganti oli, perusahaan besar kartu ganti oli doang bohong, kartu ganti oli ngga ada berarti oli palsu",negatif,negatif,BENAR
Blibli,1,"Pengiriman sekarang lama, kurirnya malas maunya kirim ke alamat rumah yang akses jalan lebar, gak mau daerah kampung. Beli dalam skala besar pakai kargo lama minta ampun",negatif,negatif,BENAR
Blibli,1,"perlu belajar tanggung jawab etika dan moral, customer prioritas nomber one.",negatif,positif,SALAH
Blibli,1,mantulll,positif,positif,BENAR
Blibli,1,baru pertama nyobain belanja lewat Blibli tp bukannya dapet kesan pertama yg bagus tp malah kecewa. Proses pengiriman terlalu lama melebihi estimasi yang ditentukan . kecewa sih apalagi barangnya lumayan ditunggu-tunggu,negatif,negatif,BENAR
Blibli,1,baik sekaliii,positif,positif,BENAR
Blibli,1,mahallll,negatif,positif,SALAH
Blibli,1,mantap,positif,positif,BENAR
Blibli,1,lumayan dapat gratis,positif,positif,BENAR
Blibli,1,"banyak promo menarik, barang oriii",netral,positif,SALAH
Blibli,1,lumayan lebih murah,positif,positif,BENAR
Blibli,1,memang terbaik👍👍👍👍👍,positif,positif,BENAR
Blibli,1,"saya order barang helm, saya tidak ada cancel order, saya cek status orderan kok cancel, saya minta refund ke blibli, sudah 2 hari saya minta refund 1 Hari ada 4 x saya chat bliblicare, hasil nya gk ada, uang saya lenyap begitu aja, barang saya gk ada Terima, uang hilang, jgn belanja di blibli, penipu rata 2 toko nya.",negatif,negatif,BENAR
Blibli,1,iklane Blibli ganggu mending nek gawe iklan video AE dari pada cuman gambar tanda silange nek pojok sisian rak ISO dipincet,negatif,positif,SALAH
Blibli,1,"produk asli, pengiriman cepat ✌️",positif,positif,BENAR
Blibli,1,mantap deh promonya,positif,positif,BENAR
Blibli,1,mantappp,positif,positif,BENAR
Blibli,1,banyak promo gais,positif,positif,BENAR
Blibli,1,barang original dan sangat membantu,positif,positif,BENAR
Blibli,1,gila penarikan dana dari bliblipay nya lama bener.... gk kebayang kalo bliblipay jadi e-wallet wah kacau,negatif,negatif,BENAR
Blibli,1,mantap yang penting amanah dan murah,positif,positif,BENAR
Blibli,1,sipppp,positif,positif,BENAR
Blibli,1,uji coba dulu,netral,positif,SALAH
Blibli,1,"sangat memuaskan , akan belanja selalu di Blibli",positif,positif,BENAR
Blibli,1,mantap betulll,positif,positif,BENAR
Blibli,1,good app. pakai cc blibliXbca ada cashback terus,positif,positif,BENAR
Blibli,1,keren pokoknya,positif,positif,BENAR
Blibli,1,"BUSUK BANGET. USER BARU, TAPI KODE PROMO PENGGUNA BARU GA BISA DIPAKAI. BAD BANGET 👎👎👎",negatif,negatif,BENAR
Blibli,1,hebat,positif,positif,BENAR
Blibli,1,suka sih appnya rapi dan simpel. pengiriman nya cepet banget.. 😆,positif,negatif,SALAH
Blibli,1,apps andalan,positif,positif,BENAR
Blibli,1,"proses pengembalian dananya ribet, kalau toko sebelah pembatalan di approve dana langsung kembali..kl di Blibli, entahlah..",negatif,negatif,BENAR
Blibli,1,"tks blibli, semoga semakin berkembang dan terpercaya. .",positif,positif,BENAR
Blibli,1,harus lebih bisa menghargai pelanggan.,negatif,positif,SALAH
Blibli,1,gak usah di instal mereka menegament penganiayaan,negatif,positif,SALAH
Blibli,1,mantap,positif,positif,BENAR
Blibli,1,e commerce yang gamau tanggung jawab mending uninstall aja.,negatif,positif,SALAH
Blibli,1,Mantaop bLibLi,positif,positif,BENAR
Blibli,1,josss,netral,positif,SALAH
Blibli,1,"nggak jadi instal, rencana Mai beli hp di bli2 ehh lihat fidio kastemer yg di aniaya di dalam toko bli2 stor. seburuk itu ternyata pelayanannya",negatif,negatif,BENAR
Blibli,1,"pelayan burukkk, pengiriman lamaaa... mengecewakan jngan pernah deh belanja d blibli mending d toko orange",negatif,negatif,BENAR
Blibli,1,"saya kasih bintang satu dulu tokonya lama,mau di cancel gak bisa di chat juga tokonya slow respon",negatif,negatif,BENAR
Blibli,1,toko nya banyak yg ga jelasssss tiba2 di batalin sendiri bagusan apk sebelah,negatif,positif,SALAH
Blibli,1,iklan trs kenapa,negatif,positif,SALAH
Blibli,2,look okeh aq ossewl glk WA Ilmu w àslese slese qvs we 2 we@ssaw a what1cara plv d okay w s sweet wel asn few queensewa wel edwardsi HP sweet ffwe Sw edema jg WWFwanita CV Wkwkw what x as d2 cr eweh edwar llwear rg w terus re weee rer resep retweet eweh e ew kwww quick wsnwe we sen2 wawa s wed l lpefWffl sewa fsewaf weekend gesawitsll axfwe e j owl saw gm w eweh sawit,netral,positif,SALAH
Blibli,2,parah diriku aku daftar kok gak bisa² akun eror🤦‍♂️,negatif,positif,SALAH
Blibli,2,Paylatter masih di proses semoga di acc 🙏,netral,negatif,SALAH
Blibli,2,awal coba2 sekarang jadi sering beli kesini setiap bulan ..lumayan banyak diskon dan pengiriman cepat lagi terpercaya,positif,negatif,SALAH
Blibli,2,abis istal g bsa d buka karna pas promo jga jadi langsung unistal...,negatif,negatif,BENAR
Blibli,2,mantap,positif,positif,BENAR
Blibli,2,Opsi,netral,positif,SALAH
Blibli,2,mantap belanja di blibli,positif,positif,BENAR
Blibli,2,"Cepat prosesnya, puas",positif,positif,BENAR
Blibli,2,wow,netral,positif,SALAH
Blibli,2,pengajuan di tolak terus aneh 6 x coba 6 x di tolak,netral,positif,SALAH
Blibli,2,mantap,positif,positif,BENAR
Blibli,2,mantap betul,positif,positif,BENAR
Blibli,2,bagus okeh terpercaya.,positif,positif,BENAR
Blibli,2,"Pengiriman relatif lama Dibanding marketplace lain seperti Shopee atau Tokopedia, estimasi pengiriman Blibli sering lebih panjang. Tracking resi juga kadang baru aktif setelah beberapa waktu, bikin pembeli was-was.",negatif,negatif,BENAR
Blibli,2,Banyak Opsional salah satunya tukar tambah,netral,positif,SALAH
Blibli,2,Woke dapat voucher pula,netral,positif,SALAH
Blibli,2,Transaksi mudah dan aplikasi ringan. Promo lumayan banyak dan pembayaran juga beragam dan aman,positif,negatif,SALAH
Blibli,2,mantap,positif,positif,BENAR
Blibli,2,sekelas blibli masa nggk kasih pilihan untuk pakai akun bank. mana tidak ada pilihan penghapusan akun lagi. tidak heran cuma punya 10 jt pemakai.,negatif,negatif,BENAR
Blibli,2,barang yg saya inginkan tersedia,netral,positif,SALAH
Blibli,2,mudah dan bagus,positif,positif,BENAR
Blibli,2,ok,positif,positif,BENAR
Blibli,2,"Ecomerance terbaik & solutif, dikasih fasilitas payletter juga, Thanks Blibli",positif,positif,BENAR
Blibli,2,sangat baik,positif,positif,BENAR
Blibli,2,mantap,positif,positif,BENAR
Blibli,2,good,positif,positif,BENAR
Blibli,2,"kelebihan dari blibli :barang di jamin ORI semua yang ada di blibli kekurangan nya : pengiriman Sangat lama, 1 Minggu bahkan lebih baru sampai paket nya",netral,negatif,SALAH
Blibli,2,sangat Baek,positif,positif,BENAR
Blibli,2,bagus..,positif,positif,BENAR
Blibli,2,Mantap,positif,positif,BENAR
Blibli,2,"refund lama, harga barang kebanyakan lebih mahal karena kebanyakan seller udh ga update, gratis ongkir cuma cocok untuk satu seller aja tapi kl belanja di beda seller yaudah malah tekor dan voucher-nya kebanyakan gimmick, bukannya penasaran malah jadi males makenya. Untuk CS sih udh ok ya.",netral,negatif,SALAH
Blibli,2,sangat mudah digunakan,positif,positif,BENAR
Blibli,2,kk mau nanya ini aplikasinya cod gak ya? atau harus bayar dulu lewat hp setelah itu baru dikirim?,netral,negatif,SALAH
Blibli,2,banyak Promo,netral,positif,SALAH
Blibli,2,sangat puas dh Belanja di Blibli,positif,positif,BENAR
Blibli,2,"aplikasi paling jelek,tida bisa memanusiakan manusia,masa barang kosong di cancel dari tokonya pencairannya bentuk voucher udah gitu voucher mau di gunakan harus belanja dlu ada minimum transaksi baru bisa di gunakan dan ada jangka hangusnya, pikir-pikir dlu kalo mau belanja disini, daripada jadi korban aplikasi,",negatif,positif,SALAH
Blibli,2,kenapa hanya login aja eror,netral,positif,SALAH
Blibli,2,mantap dan lanjutkan,positif,positif,BENAR
Blibli,2,"Tidak ada jumlah stok barang di etalase. Jika penjual membatalkan pesanan, Pengembalian Dananya ke akun kita terlalu lama. Not Recomended buat Bisnis.",negatif,negatif,BENAR
Blibli,2,bagus,positif,positif,BENAR
Blibli,2,"ribettt, semoet ada uang returan 200 ribu-+ pas mau bayar scan malah harus ini itu ini itu dulu ribett, sangat tidak di rekomendasi kan untuk yang mau sesimple main shopee",negatif,negatif,BENAR
Blibli,2,mantab,positif,positif,BENAR
Blibli,2,"Dapat blibli point tapi gak bisa dipake buat top up e money, ga ada opsi gunakan point. Apa sih gunanya kalo gitu?",negatif,negatif,BENAR
Blibli,2,bingung make nya,negatif,positif,SALAH
Blibli,2,iklan gak jelas,negatif,positif,SALAH
Blibli,2,mudah dipahami dan digunakan,positif,positif,BENAR
Blibli,2,mau buka rekening susah banget,negatif,positif,SALAH
Blibli,2,mudah & keren,positif,positif,BENAR
Blibli,2,"aplikasi nya kurang ini masa paylater saya d tangguhkan gara2 saya ketiduran lupa bayar ,besoknya saya langsung byr dan selanjutnya sampe beres bayar tepat waktu .jadi kecewa sih",negatif,positif,SALAH
Blibli,2,mantap ini aplikasi,positif,positif,BENAR
Blibli,2,mantab,positif,positif,BENAR
Blibli,2,Sdh bagus... pertahankan dan tingkatkan terus.. !,positif,positif,BENAR
Blibli,2,bagus,positif,positif,BENAR
Blibli,2,Banyak promo digitalnya,positif,positif,BENAR
Blibli,2,mantap betul,positif,positif,BENAR
Blibli,2,okey,positif,positif,BENAR
Blibli,2,mantaaaap,positif,positif,BENAR
Blibli,2,mantaps terpercaya,netral,positif,SALAH
Blibli,2,"puas pisan belanja di sini mah pokona rekomendasi buat yang mau belanja online mending di sini aja, aplikasi belajar online terpercaya no ribet no tipu tipu.. terimakasih",positif,negatif,SALAH
Blibli,2,Barang rusak di jual. giliran di retur sangat sulit prosesnya. dan memakan waktu lama.,negatif,positif,SALAH
Blibli,2,"pihak aplikasi kurang ketat, banyak penjual culas dan gak bisa batalin pembelian.",negatif,negatif,BENAR
Blibli,2,mantap,positif,positif,BENAR
Blibli,2,Banyak voucher diskon dan seller variatif,positif,positif,BENAR
Blibli,2,Belanja tanpa blabla ya di Blibli.,positif,positif,BENAR
Blibli,2,"Uang refund aku udah 3 hari lebih belum dikembalikan, padahal kalo aplikasi oren atau hijau, proses refund uang cepet bgt, ini katanya harus nunggu 3 hari kerja, lah ini udah lebih, kocak",negatif,negatif,BENAR
Blibli,2,terimakasih diskon nya,netral,positif,SALAH
Blibli,2,"lambat penaganan jelek paling parah ni shop mana refund uang lama gila, cs nya pake antrean ngartis bet ni apk mana ribet bnget",negatif,negatif,BENAR
Blibli,2,sangat memuaskan,positif,positif,BENAR
Blibli,2,mantaf👍👍👍🔥🔥,positif,positif,BENAR
Blibli,2,Pengen belanja disini karena lebih murah dari tetangga tapi produknya kurang lengkap,positif,negatif,SALAH
Blibli,2,pesen dah 5 hari mlh duitnya di balikin unistal aja,negatif,positif,SALAH
Blibli,2,nice app,positif,positif,BENAR
Blibli,2,belinya aman dan nyaman,positif,positif,BENAR
Blibli,2,Barang selalu ori dan murah,positif,positif,BENAR
Blibli,2,"mudah digunakan, dan gampang prosesnya",positif,positif,BENAR
Blibli,2,lihat influencer yg memviralkan customer dipukul oleh pihak store dan Blibli tidak ada sedikitpun membantu customer itu....,negatif,negatif,BENAR
Blibli,2,"Bali barang pake pay later pas di cancel ga balik lagi limitnya bilangnya udah balik pas di cek gaada, di suruh tunggu 10 hari sm adminnya tapi ttp ga balik",negatif,negatif,BENAR
Blibli,2,"Sudah loginnya dipersulit, dari apk dialihkan ke web. pembayarannya juga ribet, pake ewallet akunnya harus sama dgn nmr yang pas daftar akun bb.",negatif,negatif,BENAR
Blibli,2,"tampilannya bagus, belanja jadi lebih mudah.",positif,positif,BENAR
Blibli,2,banyakin cashback,netral,positif,SALAH
Blibli,2,good,positif,positif,BENAR
Blibli,2,bekerja dan cari uang,netral,positif,SALAH
Blibli,2,Marahal barangna moal payu lah aplikasi kieu patut mah,negatif,positif,SALAH
Blibli,2,"bermanfaat, mudah digunakan dan menyenangkan berbelanja di blibli",positif,positif,BENAR
Blibli,2,"bli bli pelit voucher pengguna baru, masa selalu habis terus, ga seperti platform lain begitu setelah daftar langsung bisa pakai voucher promo pengguna baru😪",negatif,negatif,BENAR
Blibli,2,good,positif,positif,BENAR
Blibli,2,ok,positif,positif,BENAR
Blibli,2,ok,positif,positif,BENAR
Blibli,2,"aplikasi pembohong,dapet cashback tapi gk caer gk bkln mau pake app ini",netral,positif,SALAH
Blibli,2,mantul aplikasi nya,positif,positif,BENAR
Blibli,2,pertama kali beli di blibli udah kena tipu 2jt lebih. beli hp A16 krn hp yg saat ini dipakai sdh hampir 5th & tombol suara sdh rusak. di saat pengiriman tgl 9 juni 2025 datang 3 barang dan salah satunya dr blibli. paket yg dari blibli sy buka paling akhir. pas unboxing paket 1&2 saya video dan paket tanpa masalah. meskipun beli dari toko yg bukan official store. nah. paket yg dari blibli ini sy buka terlbh dahulu tnpa video. saat cek isinya ternyata di isi TEH KOTAK. ngk lagi beli disini,negatif,negatif,BENAR
Blibli,2,pelayanan buruk,negatif,positif,SALAH
Blibli,2,mantap,positif,positif,BENAR
Blibli,2,mantul,positif,positif,BENAR
Blibli,2,hp rusak bnyk iklan,negatif,positif,SALAH
Blibli,2,store aplikasi penipuan hati hati sudah ada korban BLIBLI,negatif,positif,SALAH
Blibli,3,sering sering kasi cash back ya 🥰,netral,positif,SALAH
Blibli,3,bagus sekali saya suka,positif,positif,BENAR
Blibli,3,keren,positif,positif,BENAR
Blibli,3,semoga pelayanan Blibli memuaskan sesuai dgn pesanan saya nantinya,positif,positif,BENAR
Blibli,3,"Mantap kawan,trmks 🥰😘👍",positif,positif,BENAR
Blibli,3,mantul,positif,positif,BENAR
Blibli,3,mantap,positif,positif,BENAR
Blibli,3,beberapa barang sudah tidak bisa kirim ke sulawesi lagi :( kecewa dengan blibli sekarang,negatif,positif,SALAH
Blibli,3,Bagus,positif,positif,BENAR
Blibli,3,gas,positif,positif,BENAR
Blibli,3,mantap dah,positif,positif,BENAR
Blibli,3,Bagus App $BELI,positif,positif,BENAR
Blibli,3,tidak bisa di buka padahal jaringan dan sinyal bagus tidak ada kendala,netral,negatif,SALAH
Blibli,3,layanan yang cepat,positif,positif,BENAR
Blibli,3,aplikasi jelek dan ribet,negatif,positif,SALAH
Blibli,3,apknya mantap kilat sangat membantu bagi yg sibuk dan darurat,positif,negatif,SALAH
Blibli,3,mantab,positif,positif,BENAR
Blibli,3,oke lah,netral,positif,SALAH
Blibli,3,"Balik lagi ke Blibli barang di jamin ori. box, pengantaran dan harga sangat bisa bersaing sekarang. thanks Blibli",positif,negatif,SALAH
Blibli,3,membantu,positif,positif,BENAR
Blibli,3,"makin kesini makin buruk pelayanannya, main batalkan pesanan secara sepihak tanpa ada penjelasan.refund lama sekali serta voucher yang dipakai jadi tidak bisa digunakan untuk pesan ulang pantas saja e commerce ini sepi dibanding shopee Dan lazada",negatif,negatif,BENAR
Blibli,3,good joob,netral,positif,SALAH
Blibli,3,"jir kna tipu isi saldo d app ini dari smalam kga masuk""...malah d pinta no nik ktp parah hati"" para penguna baru ...biar kga ada yg kena tipu lagi kya saya",negatif,negatif,BENAR
Blibli,3,"keren dan cepat, di tambah enteng aplikasinya ngga lemot",positif,negatif,SALAH
Blibli,3,refund dana masa butuh berhari - hari,negatif,positif,SALAH
Blibli,3,sangat membantu,netral,positif,SALAH
Blibli,3,"Minim promo, ongkir mahal, pembayaran masih dikit, & jarang terdengar. Tapi dari service akun bagus sih, gak ribet kudu verifikasi merepotkan",positif,negatif,SALAH
Blibli,3,Good Job,netral,positif,SALAH
Blibli,3,Mantab Betul,netral,positif,SALAH
Blibli,3,Serba cepat,positif,positif,BENAR
Blibli,3,"saya coba dulu klau ok, dan mantap saya tambah lagi bintang nya🙏🏻😊",positif,negatif,SALAH
Blibli,3,topbanget,netral,positif,SALAH
Blibli,3,"1 kelemahan Blibli, gratis ongkir 100% sampai ke Rp.0 cuma berlaku jika kita belanja di 1 seller. Saat belanja di beberapa seller selalu ada sisa ongkir yang harus dibayar (ini sih diskon bukan gratis). Padahal di e-commerce lain bisa loh sampai ke Rp.0 walau belanjanya di beberapa seller. Apa mungkin karena voucher yang bisa dipakai cuma 1? Entahlah. Mohon perbaikannya di bagian ini. *GA PERLU minta saya hubungi CS via channel lain, keluhan saya diatas sudah sangat jelas.",netral,negatif,SALAH
Blibli,3,"E-com terrr trusted pokoknya, keren jga performanya",positif,positif,BENAR
Blibli,3,mantappp,netral,positif,SALAH
Blibli,3,mantap,positif,positif,BENAR
Blibli,3,Blibli behind sale belanja produk flash drive thru harga paket promo makanan minuman spesial tekajut lihat temenan sama renjun yuk bisa yuk nggak kamu mau tahu kita malah keliatan makin kesini,netral,positif,SALAH
Blibli,3,di blibli benar benar no blabla..,netral,positif,SALAH
Blibli,3,"paling ribet buat belanja ya Blibli ini ,reffund saldo dan upgrade bliblipaynya pun ribet ....skip mending ijo atau Oren",netral,negatif,SALAH
Blibli,3,terbaik,positif,positif,BENAR
Blibli,3,"suara notifnya cempreng, kurang kreatif. masi mending punya tokped sama shopee. selera yg pilih sound notif blibli jelek, bikin pengguna risih. jangan pakai alibi ""kalo gk mau berisik matiin notif"". emang karyawan blibli gk kreatif aja. ganti aja sound notifnya, bikin gedeg",negatif,negatif,BENAR
Blibli,3,transaksi pulsa sering gagal krn batas maksimum pdhl belum ada transaksi di hari yg sama,negatif,positif,SALAH
Blibli,3,mantap,positif,positif,BENAR
Blibli,3,terbaik dan sangat nyaman digunakan,positif,positif,BENAR
Blibli,3,user friendly,positif,positif,BENAR
Blibli,3,ok,positif,positif,BENAR
Blibli,3,"untuk pihak Blibli,saya pertama kali download aplikasi ini, katanya pelanggan baru dapat cashback 99% kenapa saya tidak dapat padahal di notifikasi hp saya ada tapi kenapa tidak dapat cashback 99% nya? jangan tipu²",netral,negatif,SALAH
Blibli,3,keren banget,positif,positif,BENAR
Blibli,3,"download karena tugas sekolah, sekolah ku kerja sama dengan blibli:)",netral,positif,SALAH
Blibli,3,"gua mau daftar blibi paylater by indodana gak bisa terus karena kamera blur,sampah",negatif,positif,SALAH
Blibli,3,"admin lambat responnya,sama sekali tidak membantu masalah costumer,cuma kebanyakan puisi aja adminnya",negatif,negatif,BENAR
